str_yes|是 。 
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43}另 外 ， 作 为 王 国 之 主 ， 你 必 须 明 白 ， 这 次 突 袭 等 同 于 宣 战 。 
str_missing_after_battle|战 斗 后 失 踪 
str_retrieve_garrison_warning|^（ 若 此 要 塞 被 封 给 他 人 ， 部 队 可 能 无 法 收 回 ） 
str_s12s15_declared_war_to_control_calradia|{s12}{s15}可 能 毫 无 借 口 就 进 攻 {s16}， 只 为 把 整 片 土 地 收 入 囊 中 。 
str_offer_gift_description|送 礼 以 提 升 我 的 声 望 
str_resolve_dispute_description|调 解 纠 纷 以 提 升 我 的 声 望 
str_feast_wedding_opportunity|若 你 的 未 婚 妻 及 其 家 人 在 场 ， 这 或 许 是 你 举 办 婚 礼 的 良 机 。 
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}。 {s8}几 乎 没 找 借 口 便 宣 战 ， 只 为 征 服 整 片 土 地 。 
str_master_vinter|资 深 酒 商 
str_s54_has_left_the_realm|{s54}已 离 开 王 国 。 
str_enterprise_s5_at_s0|{s0}的 {s5}净 收 入 
str_bread_site|磨 坊 
str_ale_site|酿 酒 厂 
str_tar_kiln|焦 油 窑 
str_wine_cellar|法 兰 克 酒 窖 
str_tool_site|炼 铁 厂 
str_leather_site|制 革 厂 
str_linen_site|亚 麻 布 织 厂 
str_wool_cloth_site|羊 毛 织 厂 
str_velvet_site|染 料 厂 
str_under_sequestration|被 没 收 
str_describe_secondary_input|另 外 你 需 要 购 买 {s11}， 花 费 {reg10}银 便 士 。 
str_profit|收 益 
str_loss|损 失 
str_server_name_s0|服 务 器 名 ： {s0}
str_map_name_s0|地 图 名 ： {s0}
str_game_type_s0|游 戏 类 型 ： {s0}
str_remaining_time_s0reg0_s1reg1|剩 余 时 间 ： {s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|{s8}的 {reg59?女 士 :领 主 }。 ^{s9}
str_you_are_king_queen_of_s8_s9|王 国 ： {s8}。 ^{s9}
str_you_are_a_lord_lady_of_s18_s19|{s18}的 {reg59?女 士 :领 主 }。 ^{s19}
str_you_are_king_queen_of_s18_s19|王 国 ： {s18}。 ^{s19}
str_for_s4|{s4}的 
str_cancel_fiancee_quest|同 样 ， 也 请 你 考 虑 其 它 我 交 给 你 的 任 务 已 经 顺 利 完 成 了 。 对 我 来 说 把 任 务 委 托 给 你 并 不 合 适 。 
str_a_duel_request_is_sent_to_s0|向 {s0}发 出 决 斗 邀 请 。 
str_s0_offers_a_duel_with_you|{s0}向 你 发 起 决 斗 。 
str_your_duel_with_s0_is_cancelled|你 与 {s0}的 决 斗 已 取 消 。 
str_a_duel_between_you_and_s0_will_start_in_3_seconds|你 与 {s0}的 决 斗 将 在 3 秒 后 开 始 。 
str_you_have_lost_a_duel|你 输 掉 了 决 斗 。 
str_you_have_won_a_duel|你 赢 得 了 决 斗 ！ 
str_server_s0|【!】： {s0}
str_disallow_ranged_weapons|禁 止 远 程 武 器 
str_ranged_weapons_are_disallowed|远 程 武 器 已 被 禁 用 。 
str_ranged_weapons_are_allowed|远 程 武 器 已 启 用 。 
str_duel_starts_in_reg0_seconds|决 斗 将 在 {reg0}秒 后 开 始 … … 
str_circunvalation_none|>>此 处 无 封 锁 ， 人 员 与 补 给 几 乎 可 自 由 进 出 。 ^^
str_water_poison_im|你 的 人 可 以 把 死 老 鼠 扔 进 井 里 和 其 他 水 源 ， 让 居 民 和 守 军 染 病 。 
str_cattle_kill_im|你 的 人 可 以 杀 掉 此 地 及 附 近 村 庄 的 牛 ， 大 幅 削 减 他 们 的 粮 食 储 备 。 ^^此 外 ， 这 还 会 损 害 当 地 领 主 的 声 望 与 收 入 。 
str_people_morale_im|你 的 人 可 以 散 布 谣 言 ， 夜 里 把 几 具 当 地 人 尸 体 丢 在 广 场 ， 离 间 守 军 ， 还 可 能 让 部 分 守 军 投 向 我 们 。 
str_food_burn_im|你 的 人 可 以 焚 毁 他 们 的 粮 仓 ， 重 创 其 粮 食 储 备 。 
str_give_order|就 这 么 办 
str_no_money|你 的 钱 不 够 ！ 
str_hold|抛 锚 ， 就 地 停 泊 ！ 
str_skirmish|与 敌 人 遭 遇 ！ 
str_board|靠 近 并 登 上 敌 船 ！ 
str_numberofships|{reg60}
str_retreat_in_face_of_enemy|你 脱 离 战 斗 ， 寻 找 更 有 利 的 位 置 再 战 。 ^士 兵 们 低 声 抱 怨 。 ^有 人 甚 至 在 你 听 不 见 时 嘀 咕 你 胆 小 。 
str_retreat_from_fortress|你 下 令 撤 退 。 ^众 人 退 出 堡 垒 弓 箭 射 程 ， 敌 人 毁 掉 攻 城 梯 。 ^士 兵 们 沮 丧 不 已 ； 好 不 容 易 就 位 准 备 进 攻 ， 如 今 却 要 弃 堡 而 去 。 
str_retreat_not_dead|你 判 断 战 局 无 望 ， 下 令 撤 军 。 ^此 战 已 败 ； 士 兵 高 声 埋 怨 你 胆 怯 ， 有 人 公 开 质 疑 你 的 指 挥 ， 你 只 得 整 肃 军 纪 。 
str_s7_scouts|皮 克 特 斥 候 
str_s7_foragers|征 粮 队 
str_s7_northern_picts|北 皮 克 特 突 袭 队 
str_raise_relation_with_village_tavern_built|{s1}的 村 民 欢 欣 鼓 舞 ！ 蜜 酒 大 厅 的 修 建 提 升 了 他 们 的 忠 诚 。 
str_the_sun_rises|太 阳 升 起 。 
str_the_sun_sets|太 阳 落 下 。 
str_it_is_noon|正 午 。 
str_it_is_midnight|午 夜 。 
str_iniau_the_banished|名 叫 伊 尼 奥 的 人 侮 辱 了 罗 德 国 王 。 他 曾 是 罗 德 的 亲 兵 ， 也 是 一 名 技 艺 高 超 的 战 士 。 罗 德 命 你 找 出 伊 尼 奥 并 将 其 斩 杀 。 为 证 此 事 ， 你 须 带 回 他 的 号 角 。 伊 尼 奥 已 逃 至 兰 · 赫 蕾 德 之 地 。 
str_busse|布 瑟 
str_skeid|斯 凯 德 
str_karvi|卡 尔 维 
str_snekkja|斯 内 克 亚 
str_knorr|克 诺 尔 
str_byrding|比 尔 丁 
str_ship_wood_1|橡 木 
str_ship_wood_2|松 木 
str_ship_wood_3|灰 木 
str_ship_name_1|彻 南 号 
str_ship_name_2|奥 穆 斯 迦 玛 号 
str_ship_name_3|长 蛇 号 
str_ship_name_4|维 申 顿 号 
str_ship_name_5|渥 纳 博 顿 号 
str_ship_name_6|奥 拉 维 苏 号 
str_ship_name_7|朗 弗 达 号 
str_ship_name_8|克 罗 斯 - 萨 德 号 
str_ship_name_9|马 流 萨 德 号 
str_ship_name_10|克 里 萨 德 号 
str_ship_name_11|巴 登 号 
str_ship_name_12|巴 鲁 法 号 
str_ship_name_13|奥 汶 号 
str_ship_name_14|博 克 苏 登 号 
str_ship_name_15|雷 纳 号 
str_ship_name_16|恩 巴 勒 号 
str_ship_name_17|锡 虎 德 号 
str_ship_name_18|波 特 瓦 尔 号 
str_ship_name_19|弗 嘉 林 号 
str_ship_name_20|斯 瓦 尔 巴 特 号 
str_ship_name_21|费 尔 达 科 拉 号 
str_ship_name_22|爱 普 号 
str_ship_name_23|赛 尔 夫 号 
str_ship_names_end|船 名 结 束 
str_cant_set_sail|你 无 法 起 航 。 你 的 船 没 有 足 够 的 空 间 容 纳 你 队 伍 中 另 外 的 {reg3}人 。 
str_ship_tutorial_0|在 本 次 教 程 中 你 将 学 习 如 何 操 纵 船 只 。 抓 紧 时 间 学 习 如 何 命 令 你 的 船 员 ， 这 样 你 才 能 在 瞬 息 万 变 的 海 战 中 保 持 冷 静 的 头 脑 。 ^^（ 按 下 *K*继 续 。 ） 
str_ship_tutorial_1|概 览 通 常 能 在 海 战 中 帮 助 你 把 握 全 局 。 ^^（ 按 下 *BACKSPACE*查 看 概 览 。 ） 
str_ship_tutorial_2|你 可 以 移 动 鼠 标 来 查 看 四 周 ， 或 者 再 次 按 下 *BACKSPACE*把 视 角 重 新 聚 焦 到 你 的 船 上 。 ^^（ 按 下 *K*继 续 。 ） 
str_ship_tutorial_3|如 果 你 想 让 船 移 动 ， 可 以 下 令 船 员 划 船 。 船 员 越 多 ， 划 船 带 来 的 速 度 越 快 。 ^^你 可 以 下 令 向 前 划 、 快 速 向 前 划 、 停 船 或 向 后 划 。 按 *UP*或 *DOWN*方 向 键 切 换 这 些 命 令 。 ^^当 前 命 令 由 屏 幕 右 上 角 船 只 图 示 上 下 的 箭 头 表 示 。 试 试 下 达 不 同 的 划 船 命 令 ！ 
str_ship_tutorial_4|如 果 你 想 让 船 移 动 ， 可 以 下 令 船 员 划 船 。 船 员 越 多 ， 划 船 带 来 的 速 度 越 快 。 ^^你 可 以 下 令 向 前 划 、 快 速 向 前 划 、 停 船 或 向 后 划 。 按 *UP*或 *DOWN*方 向 键 切 换 这 些 命 令 。 ^^当 前 命 令 由 屏 幕 右 上 角 船 只 图 示 上 下 的 箭 头 表 示 。 试 试 下 达 不 同 的 划 船 命 令 ！ ^^（ 按 下 *K*继 续 。 ） 
str_ship_tutorial_5|如 果 你 想 改 变 航 向 ， 可 以 给 舵 手 下 令 。 你 可 以 下 令 直 行 、 右 转 、 右 满 舵 、 左 转 或 左 满 舵 。 按 *LEFT*或 *RIGHT*方 向 键 切 换 这 些 命 令 。 ^^当 前 命 令 由 屏 幕 右 上 角 船 只 图 示 左 右 的 箭 头 表 示 。 试 试 给 舵 手 下 达 不 同 的 命 令 ！ 
str_ship_tutorial_6|如 果 你 想 改 变 航 向 ， 可 以 给 舵 手 下 令 。 你 可 以 下 令 直 行 、 右 转 、 右 满 舵 、 左 转 或 左 满 舵 。 按 *LEFT*或 *RIGHT*方 向 键 切 换 这 些 命 令 。 ^^当 前 命 令 由 屏 幕 右 上 角 船 只 图 示 左 右 的 箭 头 表 示 。 试 试 给 舵 手 下 达 不 同 的 命 令 ！ ^^（ 按 下 *K*继 续 。 ） 
str_ship_tutorial_7|如 果 顺 风 ， 你 可 以 下 令 升 帆 ； 若 遇 逆 风 ， 则 应 下 令 收 帆 。 按 *ENTER*在 这 两 个 命 令 间 切 换 。 当 前 命 令 由 屏 幕 右 上 角 船 只 图 示 的 帆 表 示 。 蓝 色 旗 帜 显 示 你 相 对 风 向 的 位 置 。 试 试 下 令 升 帆 或 收 帆 ！ 
str_ship_tutorial_8|如 果 顺 风 ， 你 可 以 下 令 升 帆 ； 若 遇 逆 风 ， 则 应 下 令 收 帆 。 按 *ENTER*在 这 两 个 命 令 间 切 换 。 当 前 命 令 由 屏 幕 右 上 角 船 只 图 示 的 帆 表 示 。 蓝 色 旗 帜 显 示 你 相 对 风 向 的 位 置 。 试 试 下 令 升 帆 或 收 帆 ！ ^^（ 按 下 *K*继 续 。 ） 
str_ship_tutorial_9|现 在 你 已 经 掌 握 了 操 控 船 只 的 基 本 命 令 。 若 想 在 海 战 中 登 上 敌 船 ， 只 需 靠 近 它 ， 你 的 船 员 会 完 成 剩 下 的 工 作 。 ^^现 在 尽 情 试 航 吧 。 完 成 后 ， 把 船 驶 回 起 始 的 海 滩 ！ 
str_trait_1|狂 暴 
str_trait_2|激 励 
str_trait_3|坚 韧 
str_trait_4|强 壮 
str_s12s15_dominates_its_weaker_neighbor_s16|{s12}{s15}试 图 征 服 {reg4?她 :他 }较 弱 的 邻 居 {s16}。 
str_s12s15_acts_to_drive_the_people_of_s16_and_their_like_out_of_the_isles|{s12}{s15}采 取 行 动 ， 把 {s16}的 人 们 逐 出 群 岛 ！ 
str_none|无 
str_camp_pillage|敌 人 在 营 地 里 ！ 
str_camp_pillage2|敌 人 已 闯 入 营 地 ， 打 开 了 你 的 钱 箱 。 他 们 正 在 洗 劫 你 的 银 便 士 ！ ^{s4}银 便 士 被 夺 走 。 
str_capitan_mode_started|侦 查 回 合 ： 探 索 地 形 ， 击 杀 敌 方 勇 士 。 下 一 回 合 ， 你 的 部 队 将 抵 达 ！ 
str_capitan_mode_started2|战 斗 回 合 ！ 率 领 你 的 部 队 夺 取 胜 利 ！ 
str_armamento_pesado|购 买 重 甲 ， 可 在 清 单 菜 单 中 选 择 中 装 或 重 装 步 兵 。 
str_acceso_caballeria|购 买 马 匹 ， 可 在 清 单 菜 单 中 选 择 中 装 或 重 装 骑 兵 。 
str_buy_tropas|大 人 ， 请 选 择 您 的 军 队 ： 
str_nopuedes_comprar|你 并 非 领 主 或 船 长 ， ^因 此 无 法 挑 选 部 队 。 
str_numero_hombres|招 募 战 士 数 量 ： 
str_initial_gold_multiplierboth|双 方 初 始 银 便 士 （ %） ： 
str_initial_gold_multipliert1|队 伍 1 额 外 军 饷 （ %） ： 
str_initial_gold_multipliert2|队 伍 2 额 外 军 饷 （ %） ： 
str_choose_a_captain|选 择 兵 种 等 级 ： 
str_lords_battle_explanation|按 ESC 开 始 游 戏 。 ^^本 局 你 可 选 择 两 种 部 队 之 一 ： ^^领 主 代 表 军 队 统 帅 ， 可 统 率 大 军 并 装 备 精 良 武 器 。 若 你 为 领 主 ， 未 用 于 装 备 的 钱 将 直 接 招 募 士 兵 。 ^^精 英 战 士 乃 军 中 翘 楚 ， 可 担 任 旗 手 、 乐 手 、 斥 候 、 信 使 、 顾 问 或 护 卫 等 。 若 选 精 英 战 士 ， 无 需 操 心 募 兵 ， 尽 可 把 钱 用 于 购 置 顶 级 装 备 。 若 领 主 阵 亡 ， 指 挥 权 将 落 到 你 身 上 。 
str_your_men_break_off_the_siege_of_s10_to_follow_you|你 的 人 放 弃 围 攻 {s10}， 转 而 追 随 你 。 
str_if_you_get_too_far_from_s10_your_siege_will_end|如 果 你 离 {s10}太 远 ， 围 城 就 会 结 束 。 
str_the_s0_in_s4_has_been_completed|{s4}的 {s0}已 经 建 成 。 
str_s5_sends_word_that_your_betrothal_is_ended|{s5}派 人 传 话 ： 你 的 婚 约 作 废 了 ！ 
str_you_dont_have_enough_money_to_continue_training_troops_at_s10|你 没 有 足 够 的 钱 继 续 在 {s10}训 练 部 队 。 
str_at_s10_has_promoted_reg5_reg6s8_to_s9s6_to_s7|{s10}已 将 {reg5}{reg6?从 {s8}晋 升 为 {s9}:从 {s6}晋 升 为 {s7}}。 
str_good_news_our_foragers_found_much_meat|好 消 息 ！ 我 们 的 征 粮 队 带 回 大 量 肉 食 。 
str_our_foragers_have_returned_after_getting_some_food|征 粮 队 从 附 近 村 庄 带 回 粮 食 ， 但 村 民 因 此 怨 恨 我 们 。 
str_bad_news_our_foragers_didnt_find_food_today|坏 消 息 ， 征 粮 队 今 天 空 手 而 归 。 
str_very_bad_news_our_foragers_were_attacked|极 糟 的 消 息 ！ 征 粮 队 遭 愤 怒 村 民 袭 击 ， 折 损 两 到 四 人 。 
str_your_scouts_are_exploring_enemy_territory|你 的 斥 候 正 在 敌 境 侦 察 。 
str_very_bad_news_our_scouts_were_attacked|极 糟 的 消 息 ！ 斥 候 遇 袭 ， 折 损 两 到 四 人 。 
str_you_hear_rumors_of_discontent_among_your_men|军 中 流 传 不 满 的 耳 语 ， 你 得 设 法 提 振 士 气 。 
str_i_dont_have_enough_money|我 的 钱 不 够 。 
str_forget_it|算 了 。 
str_you_need_to_improve_your_refuge_first|先 升 级 你 的 避 难 所 。 
str_you_have_suffered_a_serious_injury_to_your|你 受 了 重 伤 
str_it_will_be_permanent_in_reg1_days|{reg1}天 后 将 转 为 永 久 伤 残 。 
str_it_will_be_cured_in_reg1_days|{reg1}天 后 即 可 痊 愈 。 
str_go_to_the_lords_hall_s1|前 往 {s1}的 领 主 大 厅 。 
str_s9_wants_you_to_meet_with_s11|{s9}命 你 去 {s3}北 面 的 营 地 找 {s11}， 全 力 协 助 他 ； 同 时 ， {s9}将 调 查 “ 牛 颈 ” 斯 温 的 背 叛 。 
str_inv_command_class_all|全 选 
str_inv_command_class_0|步 兵 ： {reg1}
str_inv_command_class_1|弓 手 ： {reg1}
str_inv_command_class_2|骑 兵 ： {reg1}
str_inv_command_class_deselect|取 消 选 择 
str_inv_command_order_charge|填 充 
str_inv_command_order_move|移 动 至 … … 
str_inv_command_order_use_any|随 意 使 用 武 器 
str_inv_command_order_use_melee|使 用 近 战 武 器 
str_inv_command_order_use_ranged|使 用 远 程 武 器 
str_norse_slave|诺 尔 斯 自 由 民 后 备 队 
str_norse_bowman|诺 尔 斯 弓 箭 手 游 击 队 
str_norse_level0_landed|诺 尔 斯 自 由 民 后 备 队 
str_norse_level1_landed|诺 尔 斯 持 矛 兵 第 三 纵 队 
str_norse_level2_landed|诺 尔 斯 资 深 持 矛 兵 第 二 纵 队 
str_norse_level3_landed|诺 尔 斯 贵 族 第 一 纵 队 
str_norse_level0_companion|诺 尔 斯 青 年 勇 士 后 排 
str_norse_level1_companion|诺 尔 斯 资 深 士 兵 中 排 
str_norse_level2_companion|诺 尔 斯 侍 卫 前 排 
str_norse_elitearcher|诺 尔 斯 精 英 弓 箭 手 
str_briton_slave|布 立 吞 农 奴 后 备 队 
str_briton_bowman|布 立 吞 随 仆 游 击 队 
str_briton_marksman|布 立 吞 资 深 随 仆 游 击 队 
str_briton_level0_landed|布 立 吞 自 由 民 后 备 队 
str_briton_level1_landed|布 立 吞 持 矛 兵 第 三 纵 队 
str_briton_level2_landed|布 立 吞 资 深 持 矛 兵 第 二 纵 队 
str_briton_level3_landed|布 立 吞 贵 族 第 一 纵 队 
str_briton_level0_companion|布 立 吞 战 士 后 排 
str_briton_level1_companion|布 立 吞 剑 术 大 师 中 排 
str_briton_level2_companion|布 立 吞 侍 卫 前 排 
str_briton_horseman|布 立 吞 轻 骑 兵 
str_saxon_slave|埃 赫 · 莱 德 轻 骑 兵 
str_saxon_bowman|托 伊 塞 赫 骑 士 
str_saxon_level0_landed|撒 克 逊 农 民 后 备 队 
str_saxon_level1_landed|斯 乔 坦 德 弓 兵 
str_saxon_level2_landed|奥 特 塞 特 拉 征 召 后 排 
str_saxon_level3_landed|乔 古 斯 征 召 第 三 列 
str_saxon_level0_companion|杜 古 斯 征 召 第 二 列 
str_saxon_level1_companion|盎 格 鲁 资 深 卫 兵 中 排 
str_saxon_level2_companion|皮 科 特 侍 卫 前 排 
str_saxon_horseman|盎 格 鲁 骑 兵 
str_scotch_peasant|里 德 维 加 骑 兵 
str_scotch_bowman|佩 塔 后 备 队 
str_scotch_level0_skirmisher|富 迪 尔 散 兵 
str_scotch_level1_skirmisher|赛 奥 格 迪 尔 散 兵 
str_scotch_level0_landed|戈 伊 德 尔 民 兵 后 备 队 
str_scotch_level1_landed|克 鲁 伊 尼 散 兵 
str_scotch_level2_landed|博 塔 赫 征 召 后 排 
str_scotch_level0_companion|奥 克 廷 根 征 召 中 排 
str_scotch_level1_companion|迪 乌 贝 尔 征 召 中 排 
str_scotch_level2_companion|克 里 赫 · 斯 卢 赫 剑 士 后 排 
str_scotch_horseman|布 鲁 伊 德 剑 士 后 排 
str_scotch_knight|盖 斯 吉 迪 剑 术 大 师 前 排 
str_angle_slave|埃 赫 · 莱 德 轻 骑 兵 
str_angle_bowman|托 伊 塞 赫 骑 士 
str_angle_level0_landed|格 布 尔 后 备 队 
str_angle_level1_landed|斯 乔 坦 德 弓 兵 
str_angle_level2_landed|奥 特 塞 特 拉 征 召 后 排 
str_angle_level3_landed|乔 古 斯 征 召 第 三 列 
str_angle_level0_companion|杜 古 斯 征 召 第 二 列 
str_angle_level1_companion|盎 格 鲁 资 深 卫 兵 中 排 
str_angle_level2_companion|皮 科 特 侍 卫 前 排 
str_angle_horseman|盎 格 鲁 骑 兵 
str_irish_slave|戈 伊 德 尔 农 奴 后 备 队 
str_irish_bowman|戈 伊 德 尔 随 仆 游 击 队 
str_irish_level0_skirmisher|戈 伊 德 尔 资 深 随 仆 游 击 队 
str_irish_level1_skirmisher|戈 伊 德 尔 轻 步 兵 游 击 队 
str_irish_level0_landed|戈 伊 德 尔 民 兵 后 备 队 
str_irish_level1_landed|戈 伊 德 尔 持 矛 兵 第 三 纵 队 
str_irish_level2_landed|戈 伊 德 尔 资 深 持 矛 兵 第 二 纵 队 
str_irish_level3_landed|戈 伊 德 尔 贵 族 第 一 纵 队 
str_irish_level0_companion|布 立 吞 战 士 
str_irish_level1_companion|戈 伊 德 尔 卫 兵 
str_irish_horseman|戈 伊 德 尔 轻 骑 兵 
str_irish_knight|戈 伊 德 尔 骑 马 侍 卫 
str_multi_scene_coast|海 岸 
str_multi_scene_fjord|峡 湾 
str_multi_scene_islands|群 岛 
str_set_goal_custom|自 定 义 
str_set_goal_raider|臭 名 昭 著 的 强 盗 
str_set_goal_warrior|声 名 远 扬 的 勇 士 
str_set_goal_lord|实 力 强 大 的 领 主 
str_set_goal_king|威 震 四 方 的 国 王 
str_set_goal_expand|统 一 稳 定 的 王 国 
str_set_goal_custom_hint|你 已 经 选 择 了 自 己 的 道 路 。 
str_set_goal_raider_hint|洗 劫 城 镇 ， 追 捕 村 民 。 无 人 能 逃 脱 你 的 威 胁 。 利 用 快 船 前 往 远 方 ， 把 避 难 所 当 作 安 全 的 家 。 
