qstr_Breaking_camp...|终止宿营。
qstr_The_abbot_of_Finian_n|菲尼安修道院的神父，埃里尤附近的{s3}，请求你的会面。很显然，他有一个重要的任务需要你帮忙。只要你出现在他面前，就会给你1000先令。
qstr_The_other_two_champi|另外两个护卫跟随莫莉卡到她的巢穴并且派信使告诉你他们在哪里。他们在攻击前等待你的到来。马上去莫莉卡的巢穴。
qstr_Near_the_end_of_the_|在世界的尽头，海浪拍打着峭壁和信天翁的巢，有一个小山谷，从远处隐约可见。有一个隐藏的山洞，你找不到它;莫莉卡的歌在你的脑海中产生了共鸣，你觉得你的嘴唇在张开。它在呼吸魔法……^^在洞穴不远处有一半被岩石挡住，你可以区分出两个护卫和一些士兵，他们似乎已经离开他们的军队隐藏在别的地方，以免吸引注意力。他们在等待。^^但当你靠近他们的时候，歌声更加嘹亮，不是在你的脑海里……莫莉卡的野兽开始攻击你了！
qstr_The_battle_was_tough|这场战斗是艰难的，把你逼向附近的山谷。你的士兵留下来作为掩护。因为他们意识到在狭窄的山谷里是发挥不了人数优势的。在莫莉卡部队重组之前，是时候寻求另一个领主的支持了。
qstr_The_mystery_of_Morri|神秘的莫莉卡已经被解决了，雾看起来开始消散了，世界又恢复了原来的样貌。你离开了洞穴。
qstr_Mael_Bresail_s_farm_|普雷西尔王子的农场主要是典型的爱尔兰农舍——一个大房子周围有很多小的建筑，所有建筑都用栅栏包围。
qstr_You_settle_into_the_|你坐在大厅的最荣耀之处。来自弗朗基最好的蜜酒和葡萄酒，美味的菜肴，让房间充满香味，取悦你的味蕾。这是你此生最享受的时刻，你的士兵也很享受，他们看起来很快乐。^^忽然，你意识到所有的女人都离开了房间，发生了什么？强烈的烟味刺激着你的鼻子，你在房子的墙上看到了火。有人大喊，“着火了！”。警报已经响起，但当你的一个士兵跑向门口时却发现门被反锁了。^^普雷西尔王子已经出卖了你，他要烧死你。如果你不马上找到出路，大家都得完蛋，令人窒息的烟雾和熊熊燃烧的大火。
qstr_You_have_managed_to_|你虽逃过普雷西尔王子设的火陷阱，但你仍然不够安全……
qstr_Mael_Bresail_had_bet|普雷西尔王子背叛了你，但你逃离了他的火焰大厅，击败了想要杀你的人。现在，这个地方只会带来不好的回忆。
qstr_Part_of_your_food_wa|你的部分食物坏掉了。
qstr_Your_men_think_that_you_are_a_s|你的手下认为你是个强力的领导者。
qstr_While_your_messenger|当你的信使试图和敌人的突袭队交涉时，你的一队人马碰巧出现了，一场战斗开始了。你的士兵试图消灭突袭者从而解决问题，但代价是失去了一些战士。
qstr_The_enemy_raiders_ac|敌人的突袭队接受了交易，拿走了钱并承诺在接下来几周内不会攻击你的补给队。
qstr_The_raiders_take_the|敌人的突袭队收下了钱，却杀死了信使，继续骚扰你的补给线。
qstr_You_don_t_have_enough_s|你没有足够的钱。你命令定量配给水，同时挖井。
qstr_the_enemy_thinks_rei|敌人认为增援马上就要到了。
qstr_fear_and_discontent_|里面弥漫着恐惧和不满。
qstr_he_likes_the_wife_of|他喜欢他前任主人的妻子，如果你承诺在战胜后把她交给他，他就会为你作战。
qstr_the_enemy_s_morale_i|敌人士气低落，我们应该进攻了。
qstr_wergild_is_paid.|赎金已付。
qstr_The_wergild_is_paid_|赎金已付，你的战士精神焕发。
qstr_Your_men_think_you_r|你的部下觉得你没有良心，并感到害怕。
qstr_You_feel_happy.|你感到快乐。
qstr_You_feel_good_for_he|帮助别人让你感觉良好。
qstr_New_troops_join_your|新的士兵加入了你的队伍。
qstr_The_bandits_leave_an|土匪气愤地离开了。
qstr_Your_men_kill_all_th|你的士兵杀了所有匪徒。
qstr_At_night_some_of_you|你的一些士兵在晚上和妓女一起私奔了。
qstr_Your_enemies_appreci|你的敌人欣赏你的怜悯之举。也许这会对你协商他们的投降事宜会有帮助。
qstr_You_know_that_in_the|你知道接下来的日子无数孩子、女人、老人都会因饥饿而死在你面前。
qstr_Your_officer_seems_u|你的官员看起来有些沮丧。
qstr_Your_men_think_that_you_are_a_v|你的部下认为你是个强力的领导者。
qstr_Your_officer_seems_h|你的官员看起来挺高兴。
qstr_The_wife_is_pregnant|这个女人是个孕妇，官员请求高额赔偿，这样就可以免除传言和麻烦，你照做了。
qstr_{s1}_of_the_{s2}.|{s2}的{s1} 
qstr_A_messenger_approach|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。你的建议被{s11}接受了，而且{s10}已经被释放了。”
qstr_A_messenger_approache|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。你的建议没有被{s11}接受，而{s10}依然在俘虏中。你的赎金被退还了。”
qstr_A_messenger_approaches|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}将会尽快与你会合并跟随你的队伍。”
qstr_A_messenger_approaches_|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}说你不是对他发号施令的人。”
qstr_A_messenger_approaches_g|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}说此事不妥，你无权发号施令。”
qstr_A_messenger_approaches_ga|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}有要事在身，不能听从你的命令。”
qstr_A_messenger_approaches_gal|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}有要事在身，不能听从你的命令。”
qstr_A_messenger_approaches_gall|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}会尽快赶到{s10}驻扎。”
qstr_A_messenger_approaches_gallo|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}会尽快赶到{s10}附近巡逻。”
qstr_A_messenger_approaches_gallop|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}会尽快赶到{s10}附近巡逻。”
qstr_A_messenger_approaches_gallopi|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}会尽快包围{s10} 。”
qstr_A_messenger_approaches_gallopin|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}说你不是对他发号施令的人。”
qstr_A_messenger_approaches_galloping|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}说此事不妥，你无权发号施令。”
qstr_A_messenger_approaches_galloping.|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}正在忙碌没有回复我。他的手下拿着武器赶我离开。”
qstr_A_messenger_approaches_galloping._|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}因你的侮辱而吃惊，特别是你们两人之间并无龃龉。他说这次可以忽略不计，请勿再犯。”
qstr_A_messenger_approaches_galloping._H|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}被你的侮辱所震惊，正火冒三丈。他在集结人马，我想他很快就会朝你进军。”
qstr_A_messenger_approaches_galloping._He|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}对你的挑衅不为所动。他不希望浪费自己的时间在你身上。”
qstr_A_messenger_approaches_galloping._He_|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}对你的挑衅不为所动，但他向你回敬了一段文绉绉的言辞。他还说如果你缺乏直接面对他的勇气，他很乐意给你一点帮助。”
qstr_A_messenger_approaches_galloping._He_s|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}正在忙碌没有回复我。然而，他的手下瓜分了你送去的礼物，并威胁说如果我坚持传达信息，就要取我性命。”
qstr_A_messenger_approaches_galloping._He_st|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}对你的礼物十分感谢，并会以你名义举行下一次的盛宴。”
qstr_A_messenger_approaches_galloping._He_sto|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}拿过你的礼物并交给了他的手下，说这是一个懦夫的贡品。他的回复是由于你们之间的过节，他将是你永远的敌人。”
qstr_A_messenger_approaches_galloping._He_stop|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}对你有意改善关系的表现感到鼓舞。即使还有许多尚待解决的问题，但这是一个好开始，他接受了你的礼物。”
qstr_A_messenger_approaches_galloping._He_stops|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}并没有接受礼物，但他的手下在我回来时截住我了。抱歉，我丢了那些礼物。”
qstr_A_messenger_approaches_galloping._He_stops_|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}没有接见我，并说他很忙，也不愿意跟我这样的卑微信使见面。”
qstr_A_messenger_approaches_galloping._He_stops_i|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}接受了你的结盟提议。从现在开始，{s2}就是你的盟友了。”
qstr_A_messenger_approaches_galloping._He_stops_in|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}接受了你的停战协议。从现在开始，{s2}与你暂时保持和平。”
qstr_A_messenger_approaches_galloping._He_stops_in_|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}对你的宣战并不感到意外，说这是因为你是一个不可相信的渣滓。^^从现在开始，{s2}与你处于敌对状态。”
qstr_A_messenger_approaches_galloping._He_stops_in_f|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}被你挑起战争的意欲激怒了，并发誓要将你的恶行广而告之。^^从现在开始，{s2}与你处于敌对状态。”
qstr_A_messenger_approaches_galloping._He_stops_in_fr|一名信使疾驰而来。他停在你面前，深呼吸一口气喊道：^^“给你的回信来了。{s9}被你的宣战激怒了。他称你为无耻小人，并说你将恶有恶报。^^从现在开始，{s2}与你处于敌对状态。”
qstr_The_other_man_is_not|另一个人很不高兴，并在你离开后大发牢骚，散布对你不利的传言。
qstr_Neither_man_is_happy|没有人显得高兴或不高兴。你好像达到了一种平衡。
qstr_The_two_men_are_not_|这两个人很不高兴，并在你离开后大发牢骚，散布对你不利的传言。
qstr_People_in_{s4}_think|在{s4}的人们认为你难以履行保护他们家人免遭暴力威胁的承诺。传言说你是一个不合格的{reg59?女士:领主} 。
qstr_People_in_{s4}_think_|在{s4}的人们认为你难以履行保护他们家人的承诺，因为那名信使未被惩罚。传言说你是不义之人。
qstr_People_in_{s4}_think_t|在{s4}的人们认为你难以履行保护他们家人的承诺，因为那名信使未被惩罚，但至少他们自己的同胞也没有被惩罚。尽管如此，你的手下对你的慷概大度并不理解。
qstr_People_in_{s4}_think_th|在{s4}的人们认为你能够履行保护他们家人的承诺，他们看来很高兴。尽管如此，你的手下对你即将杀死自己同伴的决定并不高兴。
qstr_The_local_leader_is_|当地的首领对你感到失望，并向{s4}的上层人物说你的坏话。
qstr_People_in_{s4}_are_s|在{s4}的人们对你的严厉措施感到意外，而且每个人看来都更愿意听从你的规则。
qstr_Farmers_in_{s4}_are_|在{s4}的农民们对自己的女儿更加着紧，因为你恃强凌弱的表现。
qstr_Farmers_in_{s4}_are_r|在{s4}的农民们在你付账之后消除了疑虑，通识当地首领对自己不被惩罚感到高兴。
qstr_The_outcome_of_the_t|在{s4}的人们被审判的结果极大的震惊了，而且他们开始质疑你的权力。
qstr_Your_men_think_you_re|你的手下认为你是一个软弱的领导，容易受人操纵。
qstr_Your_men_seem_uncomf|你的手下看来很不舒服，有一些人离开了你。你应该尽快提升余下部队的士气。
qstr_Your_men_seem_uncomfo|你的手下看来很不舒服，但没有人口出怨言。看来你拥有相当的威望，但应该尽力提升士气。
