str_yes|是
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms|当然，这个地方目前处于和平之中，所以你也许该去其他王国碰碰运气。
str_here|这儿
str_over|那里
str_s8_in_s12|{s8}在{s12}里
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area|已经凑齐了一笔赏金，用来奖励那些干掉了附近的拦路强盗的人。
str__is_looking_for_a_way_to_avoid_an_impending_war|正在寻求办法，阻止即将发生的战争。
str__may_need_help_rescuing_an_imprisoned_family_member|也许需要人帮忙营救被囚禁的家族成员。
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though|正在找需要工作的人。不过跟他做事你得当心。
str_town|城镇
str_castle|城堡
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13|但是{reg4?她:他}现在正作为囚犯被扣押在{s13}的地牢里。
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|据说{s9}是一个相当保守而传统的未婚女子，忠实地为家族奉献，性格友善，气质温柔，始终如一。
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|据说{s9}是个有点感性而喜欢幻想的人，气质温柔，然而又让人捉摸不定。她很容易受到自己热情的驱使，我敢打赌，这会给她的家族带来麻烦。
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|据说{s9}下决心一定要嫁得很好，并且让自己名满天下。她也许会是她丈夫的一笔巨大财富，不过前提是丈夫要能满足她的野心！
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|据说{s9}喜欢骑马打猎。也许她希望自己是个男人吧！谁要是娶了她，就得花大力气管住她，反正我是这么认为的。
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|据说{s9}是一个有着很高的道德标准的女士。令人钦佩，非常令人钦佩，同时也非常难以取悦，我保证。
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}如今和{s11}订婚了。我们相信不久这里将会有一场婚礼！
str_i_have_not_heard_any_news_about_her|我还没听到关于她的任何消息。
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|据说{s9}已经对{s11}表示过好感。也许不久之后他们就会订婚，如果她的家族允许的话。
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|据说{s9}的家族已经强迫她与{s11}订婚了。
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|据说{s9}已经答应了{s11}的求婚，而且现在他们已经订婚了。
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|据说{s9}迫于家族的压力，答应与{s11}订婚。
str_they_say_that_s9_has_refused_s11s_suit|据说{s9}拒绝了{s11}的求婚。
str_they_say_that_s11_has_tired_of_pursuing_s9|据说{s11}已经对追求{s9}感到厌倦了。
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|据说{s9}受家族所迫，与深爱的{s11}分手了。
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|据说{s9}跟{s11}私奔了，这让她的家族非常不满。
str_they_say_that_s9_and_s11_have_wed|据说{s9}和{s11}已经结婚了。
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|据说{s11}最近拜访了{s9} 。谁知道接下来会怎样！
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|没什么可说的，不过现在离本季结束还早。
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12}有一场{s3}举办的宴会正在{s4}进行，不过已经持续了好几天，现在快要结束了。
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12}有一场{s3}举办的宴会正在{s4}进行，而且至少将持续到明天。
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12}有一场{s3}举办的宴会正在{s4}进行，而且刚开始不久。
str_not_at_this_time_no|现在不行，不可以。
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}大贵族们带着他们的姐妹和女儿，出席各种场合，抛头露面，因此有极好的机会结识某位小姐。
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|你不会失望的，{reg59?女士:先生} 。在这片土地上你再也找不到比我们更好的战士了。
str_your_excellency|阁下
str_s10_and_s11|{s10}和{s11}
str_your_loyal_subjects|你忠实的臣民
str_loyal_subjects_of_s10|{s10}的忠实臣民
str_the|那个
str_we|我们
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|找到{s7}并击败他，以解除{s11}的战事。
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|追踪袭击{s8}附近过往行人的{s9} ，然后返回城镇报告。
str_do_you_wish_to_award_it_to_one_of_your_vassals|你打算把它授予你的某个封臣吗？
str_who_do_you_wish_to_give_it_to|你想要把它交给谁？
str_sire_my_lady_we_have_taken_s1_s2|我尊敬的{reg59?女士:先生} ，我们已经占领了{s1} 。{s2}
str_s12i_want_to_have_s1_for_myself|{s12}我打算保留{s1}给我自己。{s2}
str_fiefs_s0| （封地：{s0} ）
str_production_setting_buy_from_market|我们正在从集市上购买原材料。
str_production_setting_buy_from_inventory|我们只使用我们仓库里的原料。
str_production_setting_produce_to_inventory|我们把我们的产品搬到仓库去。
str_production_setting_produce_to_market|我们把我们的产品直接卖给仓库。
str_feast_quest_expired|你没能按照计划举办宴会。很可能是被大的战役或者其他事件所干扰。只要你愿意，你可以试着再次举办宴会。
str_amber_riverbeds|带琥珀的海滩与河床
str_hunting_forests|狩猎的森林与腌肉房
str_acres_flax|数英亩的亚麻田
str_enterprise_enemy_realm|{reg59?夫人:先生} ，你是这个国家的敌人。我们不能允许你在这里购买土地。
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|你打算代表{s12}向{s13}偷偷揭发{s14}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|你打算代表{s12}公开揭发{s14} 。
str_you_intend_to_bring_gift_for_s14|你打算带着天鹅绒和毛皮到{s12}那里去。然后，和{s14}谈一谈，看看{s12}能否安排一次和解。
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|我们将集合军队，但是在确定目标之前不要贸然行动。
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|我们正在向他们防守最薄弱的堡垒集结部队。
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|我们打算对他们进行致命的猛烈攻击。
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|我们打算攻占一座对我们来说易于防守的堡垒。
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|我们将他们最富庶的地区化为焦土，迫使他们前来应战。
str_strategy_criticism_rash|我认为这个策略太草率，没必要让我们的军队暴露在危险之下。
str_strategy_criticism_cautious|我认为这个策略过于谨慎了，会让我们因为没有任何胜绩而导致军心涣散。
str_tavernkeeper_invalid_quest|有些事情在做，但是我想不起来详细的内容了。
str_faction_title_male_player|{s0}国王
str_faction_title_male_1|{s0}雅尔
str_faction_title_male_2|{s0}领主
str_faction_title_male_3|{s0}国王
str_faction_title_male_4|{s0}郡长
str_faction_title_male_5|{s0}领主
str_faction_title_male_6|{s0}首领
str_faction_title_female_player|{s0}国王
str_faction_title_female_1|{s0}领主
str_faction_title_female_2|{s0}大首领
str_faction_title_female_3|{s0}大领主
str_faction_title_female_4|{s0}领主
str_faction_title_female_5|{s0}公爵
str_faction_title_female_6|{s0}大将军
str_name_kingdom_text|你的王国的名字？
str_default_kingdom_name|{s0} 王国
str_lord_defects_ordinary|领主背叛^^{s1}已经放弃了{reg4?她:他}对{s3}的效忠，加入了{s2} 。
str_lord_defects_player|领主背叛^^{s1}已经放弃了{reg4?她:他}对{s3}的效忠。他已经暂时加入你的王国。你可以去你的领主大厅接受宣誓，如果你愿意的话。
str_lord_defects_player_faction|领主背叛^^{s1}已经放弃了{reg4?她:他}对{s3}的效忠。他已经暂时加入你的王国。你可以去你的领主大厅接受宣誓，如果你愿意的话。
str_lord_indicted_player_faction|在{s6}的命令下，{s5}的{s4}被指控犯有叛国罪，这位领主被剥夺了所有的财产并逃出国境。他想要加入你的王国，如果你愿意，你可以在你的宫廷找到他。
str_lord_indicted_dialog_approach|幸会，阁下。您可能已经听说过我在{s10}手下的悲惨待遇。您对待手下的声誉一直名声在外，如果您愿意接纳我，我将向您誓死效忠。
str_lord_indicted_dialog_approach_yes|我很乐意接受你的效忠。
str_lord_indicted_dialog_approach_no|对不起。我不需要你来效力。
str_lord_indicted_dialog_rejected|哦？好吧，或许你也不过是浪得虚名。再见了，阁下——我会去看看这片土地上是否有别的统治者能欣赏我这样的人才。
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home|担心强盗在他的领地建立了一个藏身之处。
str_bandit_lair_quest_description|找到并摧毁{s9} ，然后向{s11}汇报。
str_reveal_ass|有人想谋害你。如果你想找到幕后凶手，可以在{s3}与杀手的联系人会面。
str_reveal_ass2|联系人给出了指使刺杀的领主的名字——那是{s9} 。是时候跟这个领主当面对质了。
str_bandit_hideout_preattack|你靠近了那个贼窝，{s4}看起来还没有发现你，而你可以继续悄无声息地潜行。靠近那个地点——{s5}——困难在于只能有你部队里的少数士兵可以参与进攻，而且还不能骑马。如果你第一次进攻失败了，那些{s4}将能够轻易地逃走消失。你打算进攻这个隐蔽所，还是等待下次的机会？
str_bandit_hideout_failure|那些{s4}击退了你的进攻。你重整部队，再次进发却发现他们四散而去，消失在了茫茫荒野之中，毫无疑问地他们将继续成为这片地区旅行者们的威胁。
str_bandit_hideout_success|由于后路被截断，{s4}在你的坚决打击下节节败退，他们的巢穴和的不义之财现在都归你所有了。
str_bandit_approach_defile|钻入一条狭窄的隘路
str_bandit_approach_swamp|穿过一片树林沼泽
str_bandit_approach_thickets|穿过一片浓密的灌木丛
str_bandit_approach_cliffs|爬上一条悬崖上的小道
str_bandit_approach_cove|钻进一个穿过海边悬崖的河床
str_political_explanation_lord_lacks_center|在这种情况下，领地应该封给一个既没有土地又没有收入的领主。
str_political_explanation_lord_took_center|在这种情况下，城堡应该归属于攻下这里的人。
str_political_explanation_most_deserving_friend|在这种情况下，我会考虑从我的挚友和心腹中，选出一个最值得奖赏的人，作为领地的主人。
str_political_explanation_most_deserving_in_faction|在这种情况下，我会考虑从这个王国的所有领主中，挑选一个最值得奖赏的人，作为领地的主人。
str_political_explanation_self|因为没有其他明确的候选人，我推荐我自己。
str_political_explanation_marshal|我选择我们的贵族当中最勇敢的，我所信任的，并且和大家都相处的很融洽的那个人。
str_prisoner_at_large|大的，那个追捕者在战斗中被击败之后。我希望你的朋友马上重新露面。
str_quick_battle_scene_1|农舍
str_quick_battle_scene_2|威尔士村庄
str_quick_battle_scene_3|图尔布克关口
str_quick_battle_scene_4|托腾的村子
str_quick_battle_scene_5|斯卡格拉克海峡
str_quick_battle_scene_6|北海
str_quick_battle_scene_7|肯尼莫的港口
str_quick_battle_scene_8|战斗场景6
str_quick_battle_scene_9|战斗场景7
str_quick_battle_scene_10|战斗场景8
str_quick_battle_scene_11|战斗场景9
str_quick_battle_troop_1|博多，阿斯图里亚斯国王的仆人，正在北方进行一项秘密任务。
