dlga_start:blocked_agent|这人看起来很忙，也许我还是继续上路的好…… 
dlga_abad_talk_conv4a:abad_pretalk|受人敬畏很重要，但言辞充满智慧令人信服也是十分重要的。你的个性在其中也会起作用。无畏和勇气会助你前行，畏缩和怜悯会阻碍你。最后，我极力建议你先和人们处好关系。道理很简单，别人信任喜欢你的话就会更容易接受你。愿上帝助你，我的{reg59?女儿:儿子} 。阿门。
dlga_abad_talk:abad_talk_wine|神父，我听说这个修道院的醇酒非常有名，我可以买一些吗？
dlga_abad_talk_wine:abad_pretalk|抱歉，孩子。我们刚卖光了。
dlga_abad_talk_wine2:abad_pretalk|很好，我要买一些。
dlga_abad_talk_wine2:abad_pretalk.1|实际上，我宁愿谈点别的。
dlga_abad_talk:close_window|没什么，神父，我马上离开。
dlga_start:troll_treasure1|{s2}^^嗬嗬嗬，那是谁踏上了我的桥？这个巨人要从你身上得到一些金子，因为你正在他的地盘里！
dlga_start:close_window.95|我们晚点再谈吧，{reg59?女士:先生} ？我需要给我的手下吩咐命令。
dlga_troll_treasure1:troll_treasure2|你不是巨人，只不过又肥又丑又蠢。
dlga_troll_treasure1:troll_treasure3|我会付你100 先令。
dlga_troll_treasure1:close_window|这座桥的另一半有点不对劲。
dlga_troll_treasure3:close_window|这个巨人对你的过路费非常满意！现在你继续上路吧。
dlga_troll_treasure2:close_window|嗬嗬嗬，当我还是个孩子的时候，妈妈告诉我：“格雷德，我的儿子，如果某个人说你肥，丑或者蠢三样之一，你大可以无视他。但是如果某个人一次对你说了这三个词，那么就狠狠揍他吧。”
dlga_start:elf_treasure1|{s2}^^我不知道你的身份，也不知道你的名字。我也不在乎你来这里的目的或者动机，我只是想找点乐子。
dlga_elf_treasure1:elf_treasure2|我喜欢那东西的声音，我也想找点乐子！但你是谁？
dlga_elf_treasure1:close_window|你的出现实在倒人胃口，滚吧，再见。
dlga_elf_treasure2:close_window|噢不，你想找乐子，却没有足够的银子！当你有了两万先令再来找我，然后才会有乐子。银子，金子，钱币，珠宝— — 这些我都喜欢… 
dlga_elf_treasure2:close_window.1|噢不，你想找乐子，身上却放不下我的奖励了？去卖掉一点东西留出空间再来找我，然后才会有乐子。
dlga_elf_treasure2:elf_treasure3|没问题！乐子这就开始了！游戏开始了，这是一个猜谜的游戏… 每个问题都是一个谜语。如果你输了，我会拿走你的银子，如果你赢了，就能得到一份奖品！也许吧。
dlga_elf_treasure3:elf_treasure4|这是对你问题的回答：我从附近的村子而来，那里的人们都讨厌我，因为我被认为是一个精灵的儿子，将会带来厄运。我不得不逃离那儿，抛下了我的母亲，在这儿找到了庇护所。^^现在轮到我问你了，仔细听好，如果你输了，我会拿走你的银子，如果你赢了，就能得到一份奖品！我要你的钱，我要你的金子，我爱银子和金子。
dlga_elf_treasure4:elf_treasure5|什么在尖叫，^踏在坚硬的路上，^总是周而复始。^他狠狠地接吻，^拥有两张嘴巴，^而且只爱金子。
dlga_elf_treasure5:elf_treasure6|车
dlga_elf_treasure5:elf_treasure6.1|松鼠
dlga_elf_treasure5:elf_treasure7|锤子
dlga_elf_treasure5:elf_treasure6.2|我
dlga_elf_treasure5:elf_treasure6.3|蹩脚歌手
dlga_elf_treasure6:elf_treasure8|这个答案是错误的，你的银子是我的啦，继续来点乐子吧！
dlga_elf_treasure7:elf_treasure8|没错，锤子是用来打造金子的，我爱金子！当它敲打坚硬的铁砧时会发出尖叫，这就是它的道路。拿去你的奖品，我们继续吧。
dlga_elf_treasure8:elf_treasure9|那是什么东西，^我在废墟中发现，^它有八条腿，^加上四只眼，^膝盖还要比肚子高。
dlga_elf_treasure9:elf_treasure10|八尺石柱
dlga_elf_treasure9:elf_treasure11|蜘蛛
dlga_elf_treasure9:elf_treasure10.1|怪物
dlga_elf_treasure9:elf_treasure10.2|开花的藤蔓
dlga_elf_treasure10:elf_treasure12|这个答案是错误的，你的银子是我的啦，继续来点乐子吧！
dlga_elf_treasure11:elf_treasure11_1|没错，蜘蛛是正确答案，但这个问题太简单了，确实太简单了，因此你不能拿到奖励，而我这次我要从你身上得到银子！好吧，下一题会更加困难，我答应你，只要答对了就有奖品，相信我吧！
dlga_elf_treasure11:elf_treasure12|你答对了！该死，也许这道题太简单了，拿去你的奖品，我们继续吧。
dlga_elf_treasure11_1:elf_treasure11_2|你真是一只狡猾的老鼠！
dlga_elf_treasure11_1:elf_treasure12|好吧，继续。
dlga_elf_treasure11_2:elf_treasure12|不，不，我不是老鼠，我是一个善良的精灵！我只是太爱你的银子了，忍不住这么做。我不会再骗你了，这是承诺！现在请听下一个谜语吧。
dlga_elf_treasure12:elf_treasure13|四根杆子，^四个袋子，^两点指路，^两只驱狗，^还有一条在后甩啊甩，^总是脏兮兮。
dlga_elf_treasure13:elf_treasure15|奶牛
dlga_elf_treasure13:elf_treasure14|剑
dlga_elf_treasure13:elf_treasure14.1|一队剑士
dlga_elf_treasure13:elf_treasure14.2|蜘蛛
dlga_elf_treasure14:elf_treasure16|你答错了，你的银子就归我了，最后还有一个谜语！
dlga_elf_treasure15:elf_treasure16|答对了，奶牛有四条腿，四个乳房，两只眼睛和两只角，还有一根在后面甩来甩去的尾巴。把你的奖励拿去，还有最后一个谜语。
dlga_elf_treasure16:elf_treasure17|这是什么东西，^孕育了士兵，^背上伤痕累累，^而且保护了战士，^以防矛刺箭射，^让人获得新生，^牺牲自己，^在一名士兵的手里？
dlga_elf_treasure17:elf_treasure18|船
dlga_elf_treasure17:elf_treasure18.1|马
dlga_elf_treasure17:elf_treasure19|盾
dlga_elf_treasure17:elf_treasure18.2|墙
dlga_elf_treasure17:elf_treasure18.3|精灵的套索
dlga_elf_treasure18:elf_treasure20|答错了！！你的银子归我啦！
dlga_elf_treasure19:elf_treasure20|没错，盾牌经常在战争中伤痕累累，而且能够保护懂得使用它的人。拿去你的奖品！^^这是我最好的奖品了，我从一个国王的坟墓里盗来这顶古代的战盔，它不但古老，而且非常值钱，你好好保管吧。
dlga_elf_treasure20:close_window|真好玩！在我逃出村子以前，我总是跟妈妈玩猜谜语。但现在这里就是我的家，时间不早了，我该回家了。祝你好运！再见。
dlga_start:close_window.96|我们可以稍后再谈，{{reg59?女士:大人} ？我需要给我的人一些命令。
dlga_start:close_window.97|嗬，嗬，嗬，你踏上了巨人的桥，必须交出过路费！
dlga_start:close_window.98|去找队长吧，他是这里管事儿的。
dlga_start:close_window.99|去找队长吧，他是这里管事儿的。
dlga_start:battlestones_treasure1|{s2}^^这是一个交易站，我们这里收买俘虏的价钱要比其它地方更高，如果你来卖俘虏，那就谈生意，如果不是，请你离开。
dlga_battlestones_treasure1:battlestones_treasure3|我有俘虏要卖。
dlga_battlestones_treasure1:battlestones_treasure2|你在奴役无辜的人民，我是来取你性命的。
dlga_battlestones_treasure1:close_window|很抱歉打扰你，再见。
dlga_battlestones_treasure2:close_window|好吧，好吧，你是一个有趣的{reg59?女士:男人} 。现在是我要取你性命。
dlga_battlestones_treasure3:battlestones_treasure4|我会像其他奴隶贩子一样按照俘虏的质量给价，但是会在所有价格上额外加上1 先令，这意味着你可以在每个俘虏身上多得1 先令，这是我们的特别优惠。
dlga_battlestones_treasure3:close_window|看来你没有任何待售的奴隶。你为什么要浪费我的时间？
dlga_battlestones_treasure4:battlestones_treasure5|我的奴隶交给你了，付我钱。
dlga_battlestones_treasure4:close_window|我不想卖了，再见。
dlga_battlestones_treasure5:close_window|跟你做生意不错，如果你还有奴隶，记得来找我。
dlga_start:bandit_treasure1|{s2}^^嘿，嘿，你是谁，你在我的地盘干什么？
dlga_bandit_treasure1:bandit_treasure2|我是{playername} ，你在这里藏了什么？
dlga_bandit_treasure1:close_window|很抱歉打扰你，再见。
dlga_bandit_treasure2:bandit_treasure3|好吧，好吧，你是一个有趣的{reg59?女士:男人} ，无疑对别人的私事有着十足的好奇心。要知道，我曾经碰见过一个像你这样的人，一个真正的好奇者… 正如一位旧神所言，如果你解开了我的一个谜语，我就会回答你的所有问题。但如果失败，你的性命就不保了。
dlga_bandit_treasure3:bandit_treasure4|那个人发生了什么？
dlga_bandit_treasure3:close_window|我没有这个时间，再见。
dlga_bandit_treasure4:bandit_treasure5|那个人只需要回答一个问题… 你能想象吗，仅仅一个问题！然后这位旧神就会解答他的所有疑问。但他失败了，然后丢了性命。我们来开始游戏吧，如果你解开了我的一个谜语，我就会回答你的所有问题。但如果失败，我就干掉你。
dlga_bandit_treasure5:bandit_treasure6.1|我喜欢谜语，开始吧。
dlga_bandit_treasure5:bandit_treasure6.2|我没有这个时间，再见。
dlga_bandit_treasure6:bandit_treasure7|实际上，你并没有选择。只有一个选项，就是开始游戏。仔细听好，你的性命就取决于它了，哈哈。谜语是这样的：^^我不能被看见，不能被感知，^不能被听见，不能被嗅出。^我藏在群星之后，以及众山之下，^我还能填满坑洞。^我总是来得最早，总是跟在最后，^我终结生命，扼杀笑声。
dlga_bandit_treasure7:bandit_treasure8|空气
dlga_bandit_treasure7:bandit_treasure8.1|白云
dlga_bandit_treasure7:bandit_treasure8.2|死亡
dlga_bandit_treasure7:bandit_treasure9|黑暗
dlga_bandit_treasure7:bandit_treasure8.3|水
dlga_bandit_treasure7:bandit_treasure8.4|不存在
dlga_bandit_treasure7:bandit_treasure8.5|我不想玩游戏。
dlga_bandit_treasure8:close_window|你答错了，现在你必须面对一个问题，就是我和我的手下。
dlga_bandit_treasure9:close_window|你比我想象中要聪明。没错，就是黑暗。我将解答你的所有疑问，我和伙伴们正在藏起一件宝物。为什么？因为我们是强盗，从一个富人手里偷到这个东西。正如你所料，这个情报实在太重要了，所以你的脑袋必须留在这里。
dlga_start:druid_refugee|幸会，{reg59?女士:先生} 。欢迎来到我们最后的庇护所。我们都是无家可归的难民，被古墙所保护。你应该跟我们的首领谈谈。
dlga_start:druid_refugee.1|幸会，{reg59?女士:先生} 。欢迎来到我们最后的庇护所。我们都是无家可归的难民，被年迈的德鲁伊所保护。你应该跟他谈谈。
dlga_druid_refugee:close_window|谢谢你，再见。
dlga_start:druid_refugee2|(他一脸憎恶地望着你)你喜欢这个献祭仪式吗？你想看着这些混蛋杀死一个撒克逊人吗？哼！滚吧！
dlga_druid_refugee2:close_window|呃… 好吧，再见。
dlga_start:druid_talk|欢迎，我的{reg59?女士:大人} 。我是一名信奉旧神的牧师，你知道他们吗？当然不。人们正在遗忘众神，改信基督教。在基督徒出现之前，这片土地由其他神祇主宰，我从长老们那听来了许多传说，并在这里重现他们的仪式。
dlga_druid_pretalk:druid_talk|欢迎，{playername} 。我是最后的德鲁伊。
dlga_druid_talk:druid_angry|我懂了，这是一个自创宗教的好借口。
dlga_druid_angry:close_window|什么？我没有伤害任何人。所有人都来去自由，你为什么要惩罚我？
dlga_druid_talk:druid_ayuda|跟我说说你的众神。
dlga_druid_talk:close_window|你疯了！我在这里只看见了邪恶！这是谋杀犯的避难所！再见。
dlga_druid_talk:close_window.1|我现在不需要一个说教的人。
dlga_druid_ayuda:druid_ayu|我们的神灵主要来自两个族系：当恩之子与丽娅之子，当恩是天空女神，而丽娅是海洋女神，当恩也被称为老母亲。在她的孩子当中，有男神格威迪恩和女神艾利安罗德。格威迪恩是众神中的德鲁伊，幻觉和幻想的主宰，他是人类的好朋友和好帮手，也是一位坚定地与地下世界安温王国对抗的战士。
dlga_druid_ayu:druid_ayuda2|艾利安罗德，被称为“银之环”，她生了两个儿子，分别是狄伦和乌鲁。狄伦与海洋有着不解之缘，他能跟海洋里最好的鱼游得一样快。据说不列颠的海浪就是海洋为了哀悼他的死亡而哭泣。艾利安罗德跟她另一个儿子乌鲁的关系少得可怜，相反乌鲁与格威迪恩则有着深挚的感情。马修，女神当恩的兄弟，他是魔法的主宰，也是格威迪恩的法术老师。你想为众神们献祭吗？但我要警告你，他们是善变不定的。
dlga_druid_ayuda2:druid_sins|我会为这个地方和你的难民捐出300 先令。
dlga_druid_sins:druid_pretalk|谢谢你，你的帮助意义重大。我们的神灵们正在消亡，而且只有最后一个德鲁伊，也就是我，还记得他们。我们总是欢迎更多的资助… 当然还有漂亮的处女。
